MD,RPMA,WOBA,ROPA
1830.1,79.0,3.33,0.69
1830.2,79.0,3.27,0.73
1830.3,79.0,3.2350000000000003,0.73
1830.4,79.0,3.175,0.73
1830.5,79.0,3.155,0.73
1830.6,79.0,3.16,0.73
1830.7,79.0,3.14,0.73
1830.8,79.0,3.135,0.73
1830.9,79.0,3.1,0.73
1831.0,79.0,3.065,0.7849999999999999
1831.2,79.0,3.05,0.7849999999999999
1831.3,79.0,3.015,0.84
1831.4,79.0,3.015,0.84
1831.5,79.0,2.975,0.84
1831.6,79.0,2.955,0.8049999999999999
1831.7,79.0,2.95,0.8049999999999999
1831.8,79.0,2.88,0.77
1831.9,79.0,2.89,0.77
1832.0,79.0,2.87,0.8049999999999999
1832.1,79.0,2.83,0.8049999999999999
1832.2,79.0,3.105,0.84
1832.4,79.0,4.24,0.84
1832.6,79.0,4.94,0.79
1832.7,79.0,5.145,0.79
1832.8,79.0,5.1850000000000005,0.74
1832.9,79.0,5.13,0.74
1833.0,79.0,5.085,0.8049999999999999
1833.1,79.0,5.015000000000001,0.8049999999999999
1833.2,79.0,4.975,0.87
1833.3,79.0,4.925000000000001,0.87
1833.4,79.0,4.95,0.87
1833.6,79.0,5.215,0.835
1833.7,79.0,5.305,0.835
1833.8,79.0,5.515000000000001,0.8
1833.9,79.0,5.675,0.8
1834.0,79.0,5.63,0.8
1834.1,79.0,5.755,0.77
1834.2,79.0,5.635,0.77
1834.3,79.0,5.26,0.74
1834.4,79.0,4.85,0.74
1834.5,79.0,4.71,0.73
1834.6,79.0,4.5600000000000005,0.73
1834.7,79.0,4.62,0.72
1834.8,79.0,4.68,0.72
1834.9,79.0,4.38,0.72
1835.0,79.0,4.57,0.72
1835.2,79.0,4.825,0.725
1835.3,79.0,4.93,0.73
1835.4,79.0,4.815,0.73
1835.5,79.0,4.69,0.725
1835.7,79.0,4.51,0.725
1835.8,79.0,4.67,0.72
1835.9,79.0,4.285,0.72
1836.0,79.0,3.81,0.72
1836.1,79.0,3.575,0.74
1836.2,79.0,3.2,0.76
1836.4,79.0,3.09,0.76
1836.5,79.0,3.04,0.735
1836.6,79.0,3.03,0.735
1836.7,79.0,3.12,0.71
1836.8,79.0,3.16,0.71
1836.9,79.0,3.275,0.71
1837.0,79.0,3.2750000000000004,0.71
1837.1,79.0,3.225,0.71
1837.2,79.0,3.23,0.71
1837.3,79.0,3.1900000000000004,0.71
1837.4,79.0,3.14,0.71
1837.5,79.0,3.125,0.71
1837.6,79.0,3.065,0.74
1837.7,79.0,3.025,0.74
1837.8,79.0,3.1,0.77
1837.9,79.0,3.1100000000000003,0.77
1838.0,79.0,3.155,0.755
1838.1,79.0,3.17,0.755
1838.2,79.0,3.14,0.74
1838.3,79.0,3.1100000000000003,0.74
1838.4,79.0,3.045,0.74
1838.5,79.0,3.0250000000000004,0.725
1838.6,79.0,3.015,0.725
1838.7,79.0,3.04,0.71
1838.8,79.0,3.02,0.71
1838.9,79.0,3.01,0.71
1839.0,79.0,2.8150000000000004,0.69
1839.1,79.0,2.77,0.69
1839.2,79.0,2.66,0.67
1839.3,79.0,2.615,0.67
1839.4,79.0,2.51,0.67
1839.5,79.0,2.58,0.67
1839.6,79.0,2.575,0.7050000000000001
1839.7,79.0,2.63,0.7050000000000001
1839.8,79.0,2.765,0.74
1839.9,79.0,2.67,0.74
1840.0,79.0,2.56,0.74
1840.1,79.0,2.465,0.69
1840.2,79.0,3.855,0.64
1840.3,79.0,3.15,0.64
1840.4,79.0,3.45,0.64
1840.5,79.0,3.85,0.445
1840.6,79.0,4.199999999999999,0.25
1840.7,79.0,3.695,0.25
1840.8,79.0,3.98,0.25
1840.9,79.0,4.41,0.25
1841.0,79.0,3.825,0.25
1841.1,79.0,2.855,0.36
1841.2,79.0,3.05,0.36
1841.3,79.0,3.835,0.36
1841.4,79.0,4.59,0.36
1841.5,79.0,4.955,0.43
1841.6,79.0,5.215,0.43
1841.7,79.0,5.24,0.5
1841.8,79.0,5.58,0.5
1841.9,79.0,5.865,0.5
1842.0,79.0,6.005,0.5900000000000001
1842.1,79.0,5.785,0.5900000000000001
1842.2,79.0,5.16,0.68
1842.3,79.0,5.275,0.68
1842.4,79.0,5.405,0.68
1842.5,79.0,5.395,0.68
1842.6,79.0,5.45,0.6200000000000001
1842.7,79.0,5.6,0.56
1842.8,79.0,5.695,0.56
1842.9,79.0,5.87,0.56
1843.0,79.0,0.935,0.29
1843.1,79.0,0.96,0.29
1843.2,79.0,2.135,0.02
1843.3,79.0,4.14,0.02
1843.4,79.0,4.359999999999999,0.02
1843.5,79.0,4.42,0.02
1843.6,79.0,3.985,0.2449999999999999
1843.7,79.0,3.47,0.47
1843.8,79.0,4.265,0.47
1843.9,79.0,4.515000000000001,0.47
1844.1,79.0,6.82,0.61
1844.2,79.0,5.140000000000001,0.61
1844.3,79.0,4.34,0.61
1844.4,79.0,4.859999999999999,0.61
1844.5,79.0,5.775,0.61
1844.6,79.0,6.04,0.43
1844.7,79.0,5.81,0.43
1844.8,79.0,5.87,0.25
1844.9,79.0,6.07,0.25
1845.0,79.0,6.37,0.475
1845.1,79.0,6.41,0.475
1845.2,79.0,6.33,0.7
1845.3,79.0,6.380000000000001,0.7
1845.4,79.0,4.6450000000000005,0.7
1845.5,79.0,3.47,0.49
1845.6,79.0,5.15,0.28
1845.7,79.0,5.4,0.28
1845.8,79.0,5.65,0.28
1845.9,79.0,5.665,0.28
1846.0,79.0,5.705,0.465
1846.1,79.0,5.675,0.465
1846.2,79.0,5.5600000000000005,0.65
1846.3,79.0,5.51,0.65
1846.4,79.0,5.48,0.65
1846.5,79.0,5.555,0.65
1846.6,79.0,5.779999999999999,0.645
1846.7,79.0,5.805,0.645
1846.8,79.0,5.785,0.64
1846.9,79.0,5.76,0.64
1847.0,79.0,5.59,0.66
1847.2,79.0,5.47,0.68
1847.3,79.0,5.54,0.68
1847.4,79.0,5.565,0.68
1847.5,79.0,5.699999999999999,0.6950000000000001
1847.6,79.0,5.73,0.6950000000000001
1847.7,79.0,5.775,0.71
1847.8,79.0,5.9,0.71
1847.9,79.0,5.955,0.71
1848.0,79.0,6.135,0.71
1848.1,79.0,6.175,0.725
1848.2,79.0,6.300000000000001,0.725
1848.3,79.0,6.359999999999999,0.74
1848.4,79.0,6.245,0.74
1848.5,79.0,6.23,0.71
1848.6,79.0,6.175000000000001,0.71
1848.7,79.0,6.12,0.68
1848.8,79.0,6.305,0.68
1848.9,79.0,6.36,0.68
1849.0,79.0,6.44,0.68
1849.1,79.0,6.34,0.7
1849.2,79.0,6.18,0.72
1849.3,79.0,6.01,0.72
1849.4,79.0,6.074999999999999,0.72
1849.6,79.0,6.205,0.705
1849.7,79.0,6.27,0.69
1849.8,79.0,6.335,0.69
1849.9,79.0,6.385,0.69
1850.0,79.0,6.35,0.705
1850.1,79.0,6.375,0.705
1850.2,79.0,6.335,0.72
1850.3,79.0,6.375,0.72
1850.4,79.0,6.37,0.72
1850.5,79.0,6.390000000000001,0.715
1850.6,79.0,6.37,0.715
1850.7,79.0,6.37,0.71
1850.8,79.0,6.365,0.71
1850.9,79.0,6.39,0.71
1851.0,79.0,6.375,0.715
1851.1,79.0,6.26,0.715
1851.2,79.0,6.24,0.72
1851.3,79.0,6.140000000000001,0.72
1851.4,79.0,6.095,0.72
1851.5,79.0,6.245,0.69
1851.6,79.0,6.55,0.69
1851.7,79.0,6.66,0.66
1851.8,79.0,6.8100000000000005,0.66
1851.9,79.0,6.755000000000001,0.66
1852.0,79.0,6.470000000000001,0.7050000000000001
1852.1,79.0,6.41,0.7050000000000001
1852.2,79.0,6.380000000000001,0.75
1852.3,79.0,6.35,0.75
1852.4,79.0,6.58,0.75
1852.5,79.0,7.21,0.73
1852.6,79.0,8.035,0.73
1852.7,79.0,8.98,0.71
1852.8,79.0,4.43,0.71
1852.9,79.0,3.16,0.71
1853.0,79.0,3.815,0.53
1853.1,79.0,4.135,0.53
1853.2,79.0,4.29,0.35
1853.3,79.0,4.154999999999999,0.35
1853.4,79.0,4.005,0.35
1853.5,79.0,3.66,0.505
1853.6,79.0,3.72,0.505
1853.7,79.0,3.575,0.66
1853.8,79.0,3.65,0.66
1853.9,79.0,3.71,0.66
1854.0,79.0,3.665,0.67
1854.1,79.0,3.535,0.67
1854.2,79.0,3.565,0.68
1854.3,79.0,3.61,0.68
1854.4,79.0,3.585,0.68
1854.5,79.0,3.56,0.68
1854.6,79.0,3.54,0.7
1854.7,79.0,3.485,0.72
1854.8,79.0,3.45,0.72
1854.9,79.0,3.38,0.72
1855.0,79.0,3.395,0.715
1855.1,79.0,3.385,0.715
1855.2,79.0,3.605,0.71
1855.3,79.0,4.08,0.71
1855.4,79.0,4.54,0.71
1855.5,79.0,4.975,0.715
1855.6,79.0,4.98,0.715
1855.7,79.0,3.225,0.72
1855.8,79.0,2.59,0.72
1855.9,79.0,2.65,0.72
1856.0,79.0,2.02,0.22
1856.1,49.0,1.01,0.34
1856.2,49.0,2.1500000000000004,0.34
1856.3,49.0,3.98,0.34
1856.4,49.0,2.81,0.34
1856.5,49.0,3.98,0.34
1856.6,49.0,3.7,0.08
1856.7,49.0,3.37,0.08
1856.8,49.0,3.72,0.08
1856.9,49.0,4.11,0.08
1857.0,49.0,3.91,0.08
1857.1,49.0,3.865,0.1
1857.2,49.0,4.0,0.1
1857.3,49.0,3.79,0.1
1857.4,49.0,3.63,0.1
1857.5,49.0,3.62,0.1
1857.6,49.0,3.8,0.11
1857.7,49.0,3.765,0.11
1857.8,49.0,4.0600000000000005,0.11
1857.9,49.0,4.42,0.11
1858.0,49.0,3.39,0.11
1858.1,49.0,3.68,0.11
1858.2,49.0,3.645,0.11
1858.3,49.0,3.805,0.11
1858.4,49.0,3.51,0.11
1858.5,49.0,3.39,0.11
1858.6,49.0,3.24,0.1
1858.7,49.0,3.22,0.1
1858.8,49.0,3.48,0.1
1858.9,49.0,3.83,0.1
1859.0,49.0,4.12,0.1
1859.1,49.0,4.11,0.1
1859.2,49.0,4.74,0.1
1859.3,49.0,3.55,0.1
1859.4,49.0,3.36,0.1
1859.5,49.0,3.21,0.1
1859.6,49.0,3.19,0.09
1859.7,49.0,3.12,0.09
1859.8,49.0,3.01,0.09
1859.9,49.0,2.98,0.09
1860.0,49.0,3.35,0.09
1860.1,49.0,3.8,0.09
1860.2,49.0,3.65,0.09
1860.3,49.0,3.64,0.09
1860.4,49.0,3.32,0.09
1860.5,49.0,2.975,0.09
1860.6,49.0,3.02,0.09
1860.7,49.0,3.21,0.09
1860.8,49.0,3.37,0.09
1860.9,49.0,3.25,0.09
1861.0,49.0,2.78,0.09
1861.1,69.0,3.66,0.09
1861.2,69.0,3.915,0.09
1861.3,69.0,3.965,0.09
1861.4,69.0,4.1,0.09
1861.5,69.0,4.119999999999999,0.145
1861.6,69.0,4.119999999999999,0.2
1861.7,69.0,4.125,0.2
1861.8,69.0,4.16,0.2
1861.9,69.0,4.13,0.2
1862.0,69.0,4.13,0.2
1862.1,69.0,4.225,0.33
1862.2,69.0,4.135,0.33
1862.3,69.0,3.895,0.33
1862.4,69.0,3.96,0.33
1862.5,69.0,4.0,0.33
1862.6,69.0,4.115,0.33
1862.7,69.0,4.01,0.33
1862.8,69.0,4.11,0.33
1862.9,69.0,4.505000000000001,0.33
1863.0,69.0,4.9,0.355
1863.1,69.0,4.800000000000001,0.38
1863.2,69.0,4.71,0.38
1863.3,69.0,4.505,0.38
1863.4,69.0,4.34,0.38
1863.5,69.0,4.44,0.38
1863.6,69.0,4.4350000000000005,0.41
1863.7,69.0,4.699999999999999,0.44
1863.8,69.0,5.09,0.44
1863.9,69.0,5.215,0.44
1864.0,69.0,5.1850000000000005,0.425
1864.1,69.0,4.54,0.41
1864.2,69.0,4.26,0.41
1864.3,69.0,4.33,0.41
1864.4,69.0,4.395,0.41
1864.5,69.0,4.63,0.395
1864.6,69.0,4.805,0.395
1864.7,69.0,5.0,0.38
1864.8,69.0,5.245,0.38
1864.9,69.0,5.26,0.38
1865.0,69.0,5.055,0.415
1865.1,69.0,5.155,0.45
1865.2,69.0,2.9250000000000003,0.45
1865.3,34.5,1.145,0.45
1865.4,69.0,3.7,0.45
1865.5,69.0,4.195,0.255
1865.6,69.0,4.54,0.255
1865.7,69.0,4.715,0.06
1865.8,69.0,4.62,0.06
1865.9,69.0,4.55,0.06
1866.0,69.0,4.645,0.275
1866.1,69.0,4.68,0.275
1866.2,69.0,4.74,0.49
1866.3,69.0,4.765000000000001,0.49
1866.4,69.0,4.86,0.49
1866.5,69.0,4.805,0.505
1866.6,69.0,4.73,0.505
1866.7,69.0,4.64,0.52
1866.8,69.0,4.615,0.52
1866.9,69.0,4.59,0.52
1867.0,69.0,4.805,0.51
1867.1,69.0,4.859999999999999,0.51
1867.2,69.0,4.765,0.5
1867.3,69.0,4.47,0.5
1867.4,69.0,4.725,0.5
1867.5,69.0,4.915,0.505
1867.6,69.0,5.315,0.505
1867.7,69.0,5.65,0.51
1867.8,69.0,6.03,0.51
1867.9,69.0,6.385,0.51
1868.0,69.0,6.495,0.605
1868.1,69.0,6.625,0.605
1868.2,69.0,6.67,0.7
1868.3,69.0,6.535,0.7
1868.4,69.0,6.445,0.7
1868.5,69.0,5.99,0.7
1868.6,69.0,5.815,0.6499999999999999
1868.7,69.0,5.19,0.6
1868.8,69.0,5.035,0.6
1868.9,69.0,4.805,0.6
1869.0,69.0,4.91,0.605
1869.1,69.0,5.35,0.61
1869.2,69.0,6.22,0.61
1869.3,69.0,6.154999999999999,0.61
1869.4,69.0,4.98,0.61
1869.5,69.0,5.025,0.535
1869.6,69.0,5.18,0.46
1869.7,69.0,5.145,0.46
1869.8,69.0,5.045,0.46
1869.9,69.0,4.77,0.46
1870.0,69.0,4.7,0.46
1870.1,69.0,4.734999999999999,0.4649999999999999
1870.2,69.0,4.815,0.47
1870.3,69.0,5.07,0.47
1870.4,69.0,5.18,0.47
1870.5,69.0,5.325,0.48
1870.6,69.0,5.155,0.49
1870.7,69.0,5.255,0.49
1870.8,69.0,5.095000000000001,0.49
1870.9,69.0,5.07,0.49
1871.0,69.0,4.75,0.49
1871.1,69.0,4.73,0.47
1871.2,69.0,4.775,0.45
1871.3,69.0,4.865,0.45
1871.4,69.0,5.1,0.45
1871.5,69.0,5.18,0.475
1871.6,69.0,5.29,0.475
1871.7,69.0,5.470000000000001,0.5
1871.9,69.0,5.7,0.5
1872.0,69.0,5.8,0.5
1872.1,69.0,5.855,0.61
1872.2,69.0,6.015,0.61
1872.3,69.0,6.05,0.72
1872.4,69.0,6.295,0.72
1872.5,69.0,6.71,0.72
1872.7,69.0,6.3,0.7
1872.8,69.0,6.029999999999999,0.68
1872.9,69.0,6.13,0.68
1873.0,69.0,6.53,0.68
1873.1,69.0,6.795,0.6950000000000001
1873.2,69.0,6.970000000000001,0.71
1873.3,69.0,7.025,0.71
1873.5,69.0,6.98,0.71
1873.6,69.0,6.82,0.755
1873.7,69.0,6.69,0.8
1873.9,69.0,6.85,0.8
1874.0,69.0,6.92,0.8
1874.1,69.0,7.065,0.755
1874.2,69.0,7.12,0.755
1874.3,69.0,7.09,0.71
1874.4,69.0,7.05,0.71
1874.5,69.0,7.074999999999999,0.71
1874.6,69.0,6.965,0.6950000000000001
1874.7,69.0,6.88,0.6950000000000001
1874.8,69.0,6.775,0.68
1874.9,69.0,6.69,0.68
1875.0,69.0,6.79,0.74
1875.1,69.0,6.855,0.74
1875.2,69.0,6.970000000000001,0.8
1875.3,69.0,7.015000000000001,0.8
1875.4,69.0,7.04,0.8
1875.5,69.0,7.075,0.74
1875.6,69.0,7.12,0.74
1875.7,69.0,7.135,0.68
1875.8,69.0,7.095000000000001,0.68
1875.9,69.0,7.09,0.68
1876.0,69.0,6.93,0.6950000000000001
1876.1,69.0,6.85,0.6950000000000001
1876.2,69.0,6.775,0.71
1876.3,69.0,6.705,0.71
1876.4,69.0,6.645,0.71
1876.5,69.0,6.475,0.755
1876.6,69.0,6.265,0.755
1876.7,69.0,6.145,0.8
1876.8,69.0,6.029999999999999,0.8
1876.9,69.0,6.055,0.8
1877.0,69.0,6.19,0.755
1877.1,69.0,6.25,0.755
1877.2,69.0,6.205,0.71
1877.3,69.0,6.08,0.71
1877.4,69.0,6.42,0.71
1877.5,69.0,6.645,0.715
1877.7,69.0,7.1850000000000005,0.715
1877.8,69.0,7.505000000000001,0.72
1877.9,69.0,7.66,0.72
1878.0,69.0,7.465,0.81
1878.1,69.5,7.13,0.81
1878.2,69.0,6.895,0.9
1878.3,69.5,6.609999999999999,0.9
1878.4,69.0,6.69,0.9
1878.5,69.0,6.825,0.8200000000000001
1878.6,69.0,6.875,0.8200000000000001
1878.7,69.0,6.945,0.74
1878.8,69.0,6.87,0.74
1878.9,69.0,6.705,0.74
1879.0,69.0,6.460000000000001,0.6950000000000001
1879.1,69.0,6.35,0.6950000000000001
1879.2,69.0,6.29,0.65
1879.3,69.0,6.325,0.65
1879.4,69.0,6.42,0.65
1879.5,69.0,6.58,0.675
1879.6,69.0,6.71,0.7
1879.7,69.0,6.785,0.7
1879.8,69.0,6.9350000000000005,0.7
1879.9,69.0,6.985,0.7
1880.0,69.0,6.93,0.735
1880.1,69.0,6.945,0.735
1880.2,69.0,6.699999999999999,0.77
1880.3,69.0,6.630000000000001,0.77
1880.4,69.0,6.54,0.77
1880.5,69.0,6.485,0.75
1880.6,69.0,6.515000000000001,0.75
1880.7,69.0,6.505,0.73
1880.8,69.0,6.415,0.73
1880.9,69.0,6.33,0.73
1881.0,69.0,6.23,0.73
1881.1,69.0,6.26,0.725
1881.2,69.0,6.29,0.72
1881.3,69.0,6.220000000000001,0.72
1881.4,69.0,6.23,0.745
1881.5,69.0,6.2,0.77
1881.7,69.0,6.25,0.77
1881.9,69.0,6.38,0.77
1882.0,69.0,6.5,0.77
1882.1,69.0,6.635,0.745
1882.2,69.0,6.725,0.745
1882.3,69.0,6.785,0.72
1882.4,69.0,6.795,0.72
1882.6,69.0,6.83,0.79
1882.7,69.0,6.83,0.79
1882.8,69.0,6.73,0.86
1882.9,69.0,6.615,0.86
1883.0,69.5,6.54,0.84
1883.1,69.0,6.445,0.84
1883.3,69.0,6.654999999999999,0.82
1883.5,69.0,7.17,0.82
1883.6,69.0,7.215,0.8
1883.8,69.0,7.279999999999999,0.78
1883.9,69.0,7.205,0.78
1884.0,69.0,7.015000000000001,0.8049999999999999
1884.1,69.0,6.845000000000001,0.8049999999999999
1884.2,69.0,6.66,0.83
1884.3,69.0,6.59,0.83
1884.4,69.0,6.415,0.83
1884.5,69.0,6.15,0.8049999999999999
1884.6,69.0,5.74,0.78
1884.8,69.0,5.88,0.78
1884.9,69.0,5.93,0.78
1885.0,69.0,6.01,0.79
1885.1,69.0,5.995,0.79
1885.2,69.0,5.895,0.8
1885.3,69.0,5.890000000000001,0.8
1885.4,69.0,5.92,0.8
1885.6,69.0,6.305,0.8500000000000001
1885.7,69.0,6.585,0.8500000000000001
1885.8,69.0,6.785,0.9
1886.0,69.0,6.88,0.865
1886.1,69.0,6.94,0.865
1886.2,69.0,7.045,0.83
1886.3,69.0,7.029999999999999,0.83
1886.4,69.5,6.970000000000001,0.875
1886.6,69.0,6.925,0.875
1886.7,69.5,6.83,0.92
1886.9,69.0,7.03,0.92
1887.1,69.0,7.21,0.9
