,train_depth,train_true,train_pre,train_depth,test_true,test_pre
2079,851.876,67.32,5.2761765,265.252,24.21,5.1198153
2080,850.526,67.97,5.2668414,264.027,26.96,5.10574
2081,849.026,62.38,5.3172636,262.752,17.49,5.356596
2082,847.626,48.8,5.481081,261.327,27.11,5.09796
2083,846.326,51.45,5.4478626,260.077,26.09,5.1345234
2084,845.176,57.29,5.3572555,258.952,22.67,5.243338
2085,843.676,61.0,5.2991314,257.652,27.38,5.125083
2086,842.551,63.1,5.2326,256.402,30.49,5.0976653
2087,841.201,58.04,5.283452,255.202,29.06,5.123656
2088,839.926,45.78,5.440063,253.902,28.67,5.1563597
2089,838.726,28.12,5.717408,252.177,28.82,5.1689143
2090,837.426,35.94,5.6065683,250.752,26.21,5.208712
2091,836.201,37.95,5.5629,249.227,24.83,5.217973
2092,834.876,41.93,5.4425387,247.877,28.89,5.1148353
2093,833.776,41.1,5.273995,246.352,28.4,5.1161337
2094,832.726,31.34,5.4127574,244.977,28.66,5.108869
2095,831.676,30.6,5.4282413,243.527,30.25,5.092166
2096,830.626,31.64,5.414122,242.227,30.93,5.0815096
2097,829.701,34.12,5.3612146,240.627,27.54,5.185231
2098,828.626,26.83,5.505055,239.427,27.35,5.193757
2099,827.551,15.66,5.677345,238.502,27.19,5.2107563
2100,826.476,46.42,5.208051,236.977,28.87,5.1595883
2101,825.151,24.46,5.629718,236.052,28.87,5.1230636
2102,823.851,75.89,5.2024436,234.452,29.27,5.1117897
2103,822.451,80.79,5.197417,233.452,15.44,5.4902153
2104,821.001,74.43,5.254415,231.952,9.81,5.6344466
2105,819.501,75.73,5.2498074,230.877,15.69,5.502846
2106,818.126,72.37,5.3084216,229.602,6.99,5.621884
2107,816.551,70.71,5.327256,228.652,7.03,5.6227
2108,814.976,69.89,5.313887,227.852,4.22,5.435124
2109,813.651,79.23,5.224092,226.977,2.7,5.275543
2110,812.326,79.4,5.2266417,226.227,2.7,5.245641
2111,810.751,75.91,5.290528,225.627,3.35,5.162185
2112,809.451,83.18,5.2309833,225.077,3.35,5.1544366
2113,807.851,76.79,5.2780833,224.502,5.7875,5.223471
2114,806.376,78.53,5.2666183,223.977,8.5475,5.1826625
2115,804.976,78.09,5.276317,223.477,3.41,5.324669
2116,803.601,74.02,5.3119683,222.927,13.91,5.029082
2117,802.101,76.72,5.2728143,222.277,3.38,5.3593845
2118,800.851,55.6,5.470204,221.727,9.17,5.2609696
2119,799.476,49.86,5.5430093,221.077,2.4099998,5.220326
2120,798.151,29.26,5.773364,220.577,12.900001,5.269179
2121,796.901,43.95,5.6034913,219.952,19.5,5.041342
2122,795.801,41.93,5.5782604,218.777,15.63,5.2039437
2123,794.676,40.61,5.436969,217.577,19.51,5.0718036
2124,793.501,37.39,5.489819,216.477,21.03,5.051393
2125,792.326,35.51,5.523609,214.977,13.75,5.3276935
2126,791.251,37.71,5.308582,213.977,5.67,5.580916
2127,789.976,42.71,5.2179847,213.077,5.67,5.595499
2128,788.976,42.99,5.2112575,212.327,7.88,5.5832353
2129,787.826,26.32,5.5241237,211.252,10.15,5.1650243
2130,786.676,26.66,5.529809,210.152,10.17,4.982081
2131,785.301,69.1,5.212433,208.102,8.53,5.1544013
2132,783.976,65.86,5.2408905,207.152,7.19,5.2301207
2133,782.751,62.14,5.2867193,206.227,9.19,5.1060567
2134,781.401,58.36,5.333486,205.527,10.45,5.026763
2135,779.976,65.97,5.243384,204.702,12.07,4.976442
2136,778.601,63.34,5.2613215,203.752,13.5,4.980293
2137,777.226,64.1,5.2374,202.852,12.84,5.059107
2138,775.851,45.35,5.465339,201.727,14.56,5.028013
2139,774.326,50.83,5.3974333,200.852,14.63,5.0487847
2140,772.976,64.95,5.231667,199.777,13.19,5.1221633
2141,771.626,74.43,5.2544303,198.727,14.34,5.0827947
2142,770.351,77.43,5.2242937,197.877,13.12,5.1347337
2143,768.851,69.6,5.302539,196.927,11.01,5.214939
2144,767.451,75.92,5.244738,195.927,9.67,5.2727013
2145,766.226,69.99,5.2952642,194.952,8.32,5.3394113
2146,764.776,57.23,5.4203534,194.027,8.32,5.305431
2147,763.276,37.95,5.6684036,193.202,8.42,5.215766
2148,761.901,49.63,5.5201073,192.377,7.38,5.153256
2149,760.501,50.19,5.5095267,191.552,6.18,5.157699
2150,759.251,51.74,5.49998,190.852,6.62,5.0789533
2151,758.026,50.96,5.283855,190.177,6.62,5.0429287
2152,756.851,50.02,5.242557,189.352,8.53,4.927787
2153,755.601,52.48,5.2142506,188.477,10.12,4.9238167
2154,754.426,50.66,5.2355185,187.652,10.45,4.961773
2155,753.101,50.83,5.2274017,186.702,10.5,5.0062747
2156,751.926,52.0,5.225686,185.552,11.43,4.993585
2157,750.551,45.53,5.305982,184.777,12.43,4.990385
2158,749.526,42.13,5.364369,183.827,13.02,5.00859
2159,748.426,38.44,5.428574,182.652,12.75,5.057351
2160,747.401,26.44,5.648346,181.502,17.63,5.033608
2161,746.126,19.67,5.754045,180.527,19.29,5.0527487
2162,734.851,56.56,5.2100005,179.377,19.03,5.0785336
2163,733.576,60.21,5.195312,178.302,15.45,5.221069
2164,732.276,58.78,5.2057886,176.252,19.11,5.1053953
2165,729.901,61.23,5.183398,175.077,18.97,5.1054673
2166,727.401,63.75,5.210391,173.977,16.62,5.1739535
2167,726.126,48.58,5.390228,172.952,13.94,5.2764387
2168,724.951,45.3,5.4456854,171.552,6.98,5.545766
2169,723.626,10.47,5.60647,170.377,13.85,5.2500157
2170,722.576,21.79,5.774115,169.452,12.99,5.200076
2171,721.601,29.17,5.6881924,168.477,11.51,5.222012
2172,720.701,27.18,5.5440354,167.627,17.71,5.0219464
2173,719.626,24.07,5.617184,166.802,4.98,5.479571
2174,718.551,30.7,5.1917624,161.702,8.63,5.4596343
2175,717.676,29.68,5.208301,160.852,3.77,5.457715
2176,888.001,26.32,5.8213577,330.002,33.47,5.294924
2177,886.926,23.26,5.835574,327.952,98.11,5.127738
2178,885.926,21.57,5.4264708,326.327,90.5,5.183617
2179,884.976,17.716667,5.5073915,320.027,93.4,5.1610727
2180,884.051,15.79,5.576401,317.302,82.15,5.250598
2181,883.201,24.05,5.282905,315.002,16.66,5.5495725
2182,882.376,30.96,5.247931,312.677,71.02,5.335007
2183,881.476,16.5,5.634147,310.702,72.31,5.3130035
2184,880.476,48.74,5.270558,308.452,69.06,5.283439
2185,879.501,46.55,5.2731524,306.002,68.84,5.2368155
2186,878.401,50.47,5.215633,303.727,52.48,5.3529654
2187,877.201,43.83,5.2830625,301.727,64.58,5.229448
2188,875.976,44.24,5.264429,299.752,69.46,5.1720576
2189,874.826,42.44,5.352723,296.827,54.5,5.325028
2190,873.501,41.89,5.365993,293.652,56.28,5.3006773
2191,872.226,22.89,5.6855636,291.077,45.41,5.427893
2192,871.101,28.45,5.530331,289.127,58.12,5.2547455
2193,869.901,28.54,5.5155945,287.627,50.08,5.3797026
2194,869.026,28.54,5.503714,286.427,52.21,5.2035413
2195,867.976,19.29,5.7008986,284.827,48.96,5.2574763
2196,867.151,15.36,5.6089554,282.727,54.85,5.186807
2197,865.926,52.78,5.205337,281.002,57.26,5.1216764
2198,864.301,61.55,5.2097983,278.977,58.56,5.1115513
2199,863.076,65.87,5.2055683,276.752,52.29,5.190824
2200,861.701,55.68,5.327693,274.427,34.02,5.478708
2201,860.176,57.33,5.301022,272.777,27.21,5.6087413
2202,858.926,57.77,5.327093,271.402,26.49,5.6329017
2203,857.401,58.51,5.3219004,269.927,22.65,5.6439896
2204,856.051,58.84,5.231687,268.677,21.76,5.6562276
2205,854.626,69.16,5.2423825,267.252,22.01,5.3784933
2206,853.201,68.28,5.2406874,266.202,21.47,5.2581134
2207,851.776,67.32,5.2778177,265.177,24.21,5.1222243
2208,850.426,67.97,5.2684226,263.977,27.0,5.1096992
2209,849.001,62.38,5.318604,262.602,17.49,5.360593
2210,847.551,48.8,5.483267,261.302,27.11,5.101824
2211,846.276,51.45,5.450061,259.977,24.755001,5.1743164
2212,845.101,57.29,5.3590884,258.902,22.67,5.247389
2213,843.626,61.0,5.3006325,257.552,27.38,5.12906
2214,842.476,63.1,5.234945,256.377,30.49,5.1016684
2215,841.101,58.04,5.2850184,255.177,29.06,5.1264157
2216,839.876,45.78,5.4425907,253.877,28.67,5.1595635
2217,838.651,28.12,5.721182,252.127,28.82,5.172098
2218,837.376,35.94,5.609351,250.677,26.21,5.211534
2219,836.101,37.95,5.565135,249.127,24.83,5.2212896
2220,834.826,41.93,5.4447775,247.827,28.89,5.118607
2221,833.726,41.1,5.27702,246.327,28.4,5.119682
2222,832.701,31.34,5.415453,244.902,29.03,5.104199
2223,831.626,30.6,5.4311633,243.502,30.25,5.0965223
2224,830.601,31.64,5.4173775,242.127,30.93,5.0849304
2225,829.676,34.12,5.3642974,240.402,27.54,5.1882496
2226,828.576,26.83,5.507463,239.402,27.35,5.1970506
2227,827.526,15.66,5.6832447,238.477,27.19,5.214408
2228,826.451,46.42,5.2107997,236.952,28.87,5.1634083
2229,825.076,24.46,5.6339164,235.977,25.92,5.1923547
2230,823.751,75.89,5.2040415,234.427,29.27,5.115942
2231,822.351,80.79,5.1989856,233.427,15.44,5.495829
2232,820.976,73.6,5.264004,231.927,9.81,5.643549
2233,819.451,75.73,5.2511325,230.827,15.69,5.509578
2234,818.076,72.37,5.30983,229.502,6.99,5.6320686
2235,816.501,70.71,5.3285594,228.602,7.03,5.6313133
2236,814.901,73.56,5.28175,227.827,4.22,5.4307537
2237,813.551,79.23,5.2253585,226.952,2.7,5.2949276
2238,812.276,79.4,5.2274256,226.202,2.7,5.2693176
2239,810.701,75.91,5.291852,225.577,3.35,5.184507
2240,809.376,83.18,5.2322526,225.052,3.35,5.178181
2241,807.826,76.79,5.279346,224.477,13.13,4.9456363
2242,806.326,78.53,5.267767,223.952,14.24,4.9736223
2243,804.951,78.09,5.2776046,223.427,8.825,5.232092
2244,803.526,74.02,5.3129983,222.902,8.6449995,5.286355
2245,802.076,76.72,5.2738953,222.252,8.6449995,5.290643
2246,800.751,55.6,5.472414,221.677,7.8180003,5.332657
2247,799.326,49.86,5.5446153,221.052,2.4099998,5.2367
2248,798.101,29.26,5.776359,220.552,6.61,5.4910097
2249,796.876,43.95,5.605888,219.902,19.5,5.047405
2250,795.726,41.93,5.580736,218.677,15.63,5.2047486
2251,794.601,40.61,5.440388,217.552,19.51,5.0786424
2252,793.401,37.39,5.4925942,216.452,21.03,5.0573425
2253,792.251,35.51,5.526444,214.902,7.66,5.549036
2254,791.201,37.71,5.311313,213.952,5.67,5.591871
2255,789.901,42.99,5.216793,213.052,5.67,5.607697
2256,788.951,38.74,5.281592,212.302,7.88,5.590344
2257,787.776,26.32,5.5274067,211.227,10.15,5.1728225
2258,786.626,26.66,5.5334983,210.127,10.17,4.992417
2259,785.201,69.1,5.21418,208.077,8.53,5.1640177
2260,783.951,60.1,5.307869,207.102,7.19,5.241326
2261,782.726,62.14,5.2884173,206.177,9.19,5.1157165
2262,781.351,58.36,5.335105,205.477,10.45,5.036082
2263,779.901,65.97,5.244937,204.652,12.07,4.986483
2264,778.526,63.34,5.262711,203.652,13.5,4.990472
2265,777.201,64.1,5.238749,202.777,12.84,5.0664315
2266,775.726,45.35,5.4679174,201.627,14.56,5.036881
2267,774.276,50.83,5.399519,200.802,14.63,5.055386
2268,772.951,77.65,5.2270966,199.752,13.19,5.1287007
2269,771.601,74.43,5.2558975,198.702,14.34,5.0896482
2270,770.251,77.43,5.225688,197.827,13.12,5.1410947
2271,768.726,69.6,5.304158,196.877,11.01,5.2222967
2272,767.351,75.92,5.2460246,195.902,9.67,5.28134
2273,766.126,69.99,5.2967663,194.902,8.32,5.349627
2274,764.726,57.23,5.4224143,194.002,8.32,5.3148894
2275,763.201,37.95,5.6708856,193.152,8.42,5.2236133
2276,761.826,49.63,5.5222497,192.352,7.38,5.1621075
2277,760.476,50.19,5.5116377,191.502,6.18,5.169713
2278,759.126,51.74,5.5020223,190.827,6.62,5.09141
2279,758.001,50.96,5.2853765,190.152,6.62,5.0551186
2280,756.801,50.02,5.244592,189.327,8.53,4.941382
2281,755.576,52.48,5.216476,188.402,10.12,4.9369183
2282,754.376,50.66,5.2374983,187.602,10.45,4.972118
2283,753.026,50.83,5.229053,186.627,10.5,5.015185
2284,751.851,52.0,5.2276077,185.527,11.43,5.0032907
2285,750.501,45.53,5.3074317,184.677,12.43,5.000598
2286,749.501,42.13,5.366418,183.702,13.02,5.017773
2287,748.351,38.44,5.430666,182.502,12.75,5.0650764
2288,747.376,26.44,5.6518145,181.477,17.63,5.040259
2289,746.101,19.67,5.758076,180.477,19.29,5.0579586
2290,734.826,56.56,5.2118006,179.327,19.03,5.0818434
2291,733.501,60.21,5.197401,178.227,15.45,5.2256613
2292,732.251,58.78,5.2074547,176.202,19.11,5.1105
2293,729.826,61.23,5.1861153,175.027,18.97,5.110461
2294,727.276,63.75,5.212357,173.927,15.94,5.202691
2295,726.051,48.58,5.3920646,172.927,13.94,5.282261
2296,724.901,45.3,5.4475865,171.527,6.98,5.5576115
2297,723.576,10.47,5.614109,170.352,13.85,5.2574954
2298,722.551,21.79,5.7788773,169.427,12.99,5.2075844
2299,721.551,29.17,5.6919136,168.427,11.51,5.226213
2300,720.676,27.18,5.54831,167.602,17.71,5.0296407
2301,719.476,24.07,5.6235485,166.777,4.98,5.4914055
2302,718.476,30.7,5.1957216,161.677,8.63,5.470166
2303,717.651,29.68,5.2116065,160.802,3.77,5.464088
2304,887.951,26.48,5.827252,329.952,44.39,5.1248837
2305,886.901,23.26,5.8420115,327.902,98.11,5.1297803
2306,885.901,21.57,5.4345245,326.202,90.5,5.1857843
2307,884.951,15.79,5.583138,319.877,88.82,5.200459
2308,883.976,15.79,5.5878325,317.177,82.15,5.2530794
2309,883.151,24.05,5.290897,314.827,16.66,5.55737
2310,882.326,30.96,5.2518935,312.477,71.02,5.3377094
2311,881.376,16.5,5.641624,310.577,72.31,5.315626
2312,880.426,48.74,5.2749367,308.302,69.06,5.2862883
2313,879.476,46.55,5.27751,305.977,68.84,5.2396827
2314,878.351,50.47,5.2199006,303.552,52.48,5.3567176
2315,877.101,43.83,5.2877097,301.527,64.58,5.232467
2316,875.901,44.24,5.2690578,299.627,69.46,5.1748395
2317,874.776,42.44,5.3571672,296.702,54.5,5.3286605
2318,873.426,41.89,5.370791,293.352,56.28,5.303946
2319,872.176,22.89,5.6915016,290.927,45.95,5.424256
2320,870.976,28.45,5.5374274,289.102,58.12,5.2581196
2321,869.876,28.54,5.522413,287.577,50.08,5.383827
2322,868.976,22.373335,5.645124,286.377,52.21,5.207376
2323,867.926,15.36,5.767564,284.752,48.96,5.26163
2324,867.126,15.36,5.621117,282.677,54.85,5.190004
2325,865.801,52.78,5.2095633,280.977,57.26,5.124563
2326,864.251,61.55,5.213162,278.902,49.43,5.225305
2327,863.026,65.87,5.2090435,276.702,52.29,5.194502
2328,861.651,55.68,5.3314533,274.327,34.02,5.484238
2329,860.126,57.33,5.304718,272.727,27.21,5.6158743
2330,858.776,57.77,5.3305755,271.177,26.49,5.6389794
2331,857.351,58.51,5.325354,269.902,22.65,5.6514926
2332,856.026,58.84,5.235067,268.627,21.76,5.6645093
2333,854.526,69.16,5.2451425,267.202,22.01,5.381562
2334,853.126,68.28,5.243631,266.177,21.47,5.2652035
2335,851.751,67.32,5.2806435,265.152,24.21,5.128432
2336,850.376,67.97,5.2713976,263.852,27.04,5.1163936
2337,848.976,62.38,5.3216414,262.577,17.49,5.369825
2338,847.476,48.8,5.487271,261.277,27.11,5.1091022
2339,846.176,51.45,5.4540434,259.952,23.42,5.220737
2340,845.051,57.29,5.362621,258.877,22.67,5.255242
2341,843.576,61.0,5.3035707,257.527,27.38,5.1363306
2342,842.451,63.1,5.237864,256.327,30.49,5.107968
2343,841.076,58.04,5.288317,255.077,29.06,5.132386
2344,839.751,45.78,5.446903,253.827,28.67,5.1658807
2345,838.576,28.12,5.7278805,252.102,28.82,5.1783657
2346,837.276,35.94,5.6145425,250.627,26.21,5.2182627
2347,836.051,37.95,5.5695453,249.077,24.83,5.2287474
2348,834.726,41.93,5.4483395,247.802,28.89,5.1255436
2349,833.676,41.1,5.2810836,246.277,28.4,5.1262364
2350,832.601,31.34,5.421661,244.852,29.03,5.1108594
2351,831.526,30.6,5.43722,243.452,30.25,5.103179
2352,830.576,31.64,5.4236717,242.002,30.93,5.091062
2353,829.651,34.12,5.3700814,240.327,27.54,5.1951065
2354,828.451,26.83,5.51265,239.377,27.35,5.204109
2355,827.376,15.66,5.6941957,238.402,27.19,5.2215633
2356,826.426,46.42,5.215523,236.927,28.87,5.16991
2357,824.976,24.46,5.641523,235.902,25.92,5.1993623
2358,823.701,75.89,5.2063727,234.377,29.27,5.122931
2359,822.326,80.79,5.2015734,233.377,15.44,5.5071297
2360,820.876,72.77,5.2751083,231.877,9.81,5.6613107
2361,819.401,75.73,5.2538524,230.727,15.69,5.522007
2362,818.001,72.37,5.3125825,229.477,6.99,5.6480274
2363,816.401,70.71,5.3311996,228.577,7.03,5.639642
2364,814.876,73.56,5.284356,227.777,4.22,5.4336514
2365,813.501,79.23,5.227742,226.927,2.7,5.3285747
2366,812.126,79.4,5.2293377,226.177,2.7,5.305532
2367,810.601,75.91,5.2944384,225.552,11.46,4.901321
2368,809.326,83.18,5.234712,225.027,8.756666,5.031641
2369,807.701,76.79,5.281899,224.452,3.34,5.297885
2370,806.251,78.53,5.2702193,223.927,8.825,5.21059
2371,804.851,78.09,5.2801332,223.402,3.41,5.3805833
2372,803.451,74.02,5.315652,222.827,6.0125,5.4174886
2373,802.001,76.72,5.2762084,222.227,3.38,5.4096856
2374,800.701,55.6,5.4759865,221.627,2.4099998,5.3007665
2375,799.226,49.86,5.54798,221.027,2.4099998,5.2768135
2376,798.076,29.26,5.782373,220.527,6.61,5.494705
2377,796.851,43.95,5.6104283,219.852,19.5,5.051183
2378,795.676,41.93,5.5855203,218.627,15.63,5.20589
2379,794.501,40.61,5.444374,217.477,19.51,5.086049
2380,793.376,37.39,5.4978905,216.402,21.03,5.0650716
2381,792.201,35.51,5.5320106,214.877,7.66,5.5668387
2382,791.126,37.71,5.316415,213.927,5.67,5.616846
2383,789.876,42.99,5.2217507,213.027,5.67,5.623719
2384,788.826,38.74,5.286015,212.277,7.88,5.594925
2385,787.751,26.32,5.533761,211.177,10.15,5.181979
2386,786.576,26.66,5.5406394,210.002,10.17,5.0096955
2387,785.151,69.1,5.2172017,208.052,8.53,5.182593
2388,783.926,60.1,5.3111787,207.002,7.19,5.263848
2389,782.576,62.14,5.291807,206.152,9.19,5.133462
2390,781.226,58.36,5.338523,205.427,10.45,5.0521235
2391,779.826,65.97,5.2479787,204.577,12.07,5.001591
2392,778.451,63.34,5.2657557,203.602,13.5,5.0048223
2393,777.126,64.1,5.241535,202.702,12.84,5.080182
2394,775.701,45.35,5.4721384,201.602,14.56,5.050432
2395,774.201,50.83,5.403404,200.677,14.63,5.0683236
2396,772.826,77.65,5.2297406,199.727,13.19,5.142684
2397,771.501,74.43,5.2585373,198.677,14.34,5.1030173
2398,770.226,77.43,5.228394,197.777,13.12,5.1551647
2399,768.701,69.6,5.3070083,196.752,11.01,5.2387877
2400,767.326,75.92,5.2486696,195.852,9.67,5.2987156
2401,766.101,69.99,5.2996273,194.852,8.32,5.36845
2402,764.676,57.23,5.4258084,193.977,8.42,5.3266263
2403,763.076,37.95,5.6758614,193.102,8.42,5.241344
2404,761.751,49.63,5.5263815,192.327,7.38,5.184449
2405,760.426,50.19,5.515727,191.477,6.18,5.196593
2406,759.101,51.74,5.5059547,190.802,6.62,5.1175594
2407,757.926,47.26,5.33883,190.102,6.62,5.0814524
2408,756.676,50.02,5.2485776,189.302,8.53,4.9635363
2409,755.526,52.48,5.220242,188.377,10.12,4.9558654
2410,754.276,50.66,5.241354,187.527,10.45,4.9894953
2411,753.001,50.83,5.232636,186.602,10.5,5.032248
2412,751.776,52.0,5.2313676,185.452,11.43,5.0203967
2413,750.426,45.53,5.3115406,184.652,12.43,5.01715
2414,749.401,42.13,5.370805,183.552,13.02,5.03318
2415,748.301,38.44,5.4354663,182.477,12.75,5.079919
2416,747.351,26.44,5.6586633,181.327,17.63,5.0507507
2417,746.026,19.67,5.765415,180.352,19.29,5.065982
2418,734.726,56.56,5.2155476,179.302,19.03,5.089115
2419,733.426,60.21,5.201026,178.177,15.45,5.236038
2420,732.151,58.78,5.2110214,176.177,19.11,5.120406
2421,729.751,61.23,5.1898465,174.952,16.62,5.204978
2422,727.251,63.75,5.21551,173.902,15.94,5.212923
2423,726.026,48.58,5.3960214,172.902,13.94,5.2939363
2424,724.851,45.3,5.451724,171.502,6.98,5.578818
2425,723.451,10.47,5.62402,170.327,13.85,5.2697606
2426,722.526,21.79,5.7872458,169.402,12.99,5.219652
2427,721.501,29.17,5.6986384,168.377,11.51,5.2361083
2428,720.651,27.18,5.555435,167.552,17.71,5.041827
2429,719.451,24.07,5.630312,166.752,4.98,5.51862
2430,718.451,30.7,5.202642,161.652,8.63,5.4841695
2431,717.626,29.68,5.2180514,160.777,3.77,5.4855523
2432,887.876,26.48,5.8328447,329.927,44.39,5.1282063
2433,886.851,23.26,5.8472495,327.827,98.11,5.1315517
2434,885.851,21.57,5.442115,326.127,90.5,5.1877813
2435,884.926,15.79,5.5938444,319.777,88.82,5.2025
2436,883.926,24.05,5.3350797,317.052,82.15,5.2553415
2437,883.101,24.05,5.2984195,314.702,16.66,5.562969
2438,882.276,30.96,5.256548,312.402,71.02,5.3401194
2439,881.326,16.5,5.650294,310.477,72.31,5.317964
2440,880.401,48.74,5.2784543,308.277,69.06,5.2888465
2441,879.451,46.55,5.2814555,305.927,71.7,5.2114315
2442,878.276,50.47,5.223485,303.402,52.48,5.360061
2443,877.051,43.83,5.291867,301.427,64.58,5.2351503
2444,875.851,44.24,5.2733,299.477,69.46,5.177398
2445,874.651,42.44,5.361199,296.402,54.5,5.331682
2446,873.401,41.89,5.374872,293.202,56.28,5.3069773
2447,872.101,22.89,5.696697,290.852,45.95,5.428118
2448,870.951,28.41,5.544507,289.052,58.12,5.2611327
2449,869.826,28.54,5.528427,287.502,50.08,5.387511
2450,868.901,19.29,5.716231,286.352,52.21,5.2108765
2451,867.901,15.36,5.7719245,284.452,48.96,5.2653904
2452,867.101,15.36,5.6312904,282.527,54.85,5.192689
2453,865.776,52.78,5.213102,280.702,57.83,5.122959
2454,864.226,61.55,5.2154284,278.827,49.43,5.228542
2455,862.976,62.205,5.2532177,276.602,52.29,5.197717
2456,861.526,55.68,5.334849,274.277,34.02,5.4888334
2457,860.101,57.33,5.308036,272.577,27.21,5.6220646
2458,858.751,57.77,5.333593,271.102,26.49,5.6432037
2459,857.276,58.51,5.3283257,269.877,22.65,5.6571364
2460,855.976,58.84,5.238078,268.527,21.76,5.6715217
2461,854.501,69.16,5.246882,267.177,22.01,5.3828835
2462,853.026,68.28,5.2462745,266.152,21.47,5.270216
2463,851.676,67.32,5.2829046,265.127,24.21,5.13508
2464,850.326,67.97,5.273957,263.827,27.04,5.1225657
2465,848.926,51.81,5.449632,262.502,17.49,5.3777165
2466,847.451,48.8,5.490483,261.227,27.11,5.1157146
2467,846.126,51.45,5.4573774,259.902,23.42,5.228024
2468,845.026,57.29,5.3656397,258.802,22.67,5.261686
2469,843.526,61.0,5.306105,257.477,27.38,5.1424212
2470,842.301,63.1,5.239663,256.302,30.49,5.112909
2471,841.026,58.04,5.291159,255.027,29.06,5.1376724
2472,839.701,45.78,5.4504967,253.727,28.67,5.1715007
2473,838.526,28.12,5.7333827,252.052,28.82,5.183746
2474,837.176,35.94,5.6188974,250.527,26.21,5.2244925
2475,835.976,37.95,5.573561,249.052,24.83,5.235215
2476,834.676,41.93,5.4514956,247.777,28.89,5.131517
2477,833.626,41.1,5.2840905,246.252,28.4,5.1319246
2478,832.551,31.34,5.4269576,244.702,29.03,5.116904
2479,831.476,30.6,5.4426107,243.427,30.25,5.109089
2480,830.476,31.64,5.4291954,241.977,30.93,5.096614
2481,829.626,34.12,5.374953,240.177,27.54,5.2011905
2482,828.426,26.83,5.5157285,239.327,27.35,5.21038
2483,827.301,15.66,5.7029786,238.377,27.19,5.227768
2484,826.301,46.42,5.219682,236.902,28.87,5.175016
2485,824.926,70.48,5.20567,235.852,25.92,5.205897
2486,823.626,75.89,5.207949,234.352,29.27,5.1290035
2487,822.226,80.79,5.203168,233.302,15.44,5.5167913
2488,820.826,72.77,5.27764,231.852,9.81,5.6757874
2489,819.301,75.73,5.2563567,230.627,15.69,5.5325465
2490,817.926,69.39,5.340936,229.402,6.99,5.657962
2491,816.301,70.71,5.333495,228.552,7.03,5.641723
2492,814.801,73.56,5.286784,227.752,4.22,5.4420342
2493,813.451,79.23,5.22972,226.877,2.7,5.353708
2494,812.026,79.4,5.2314653,226.152,2.7,5.3305335
2495,810.576,75.91,5.296588,225.527,3.35,5.2672195
2496,809.226,83.18,5.2370343,225.002,7.4049997,5.107482
2497,807.601,76.79,5.2841454,224.427,6.6033335,5.2429056
2498,806.176,78.53,5.2724667,223.902,3.41,5.380536
2499,804.801,78.09,5.2823606,223.377,8.825,5.2386203
2500,803.401,74.02,5.31793,222.802,6.0125,5.423803
2501,801.976,76.72,5.2783523,222.202,3.38,5.4346466
2502,800.651,55.6,5.4789977,221.602,2.4099998,5.334264
2503,799.176,49.86,5.5506115,221.002,6.916667,5.406161
2504,798.001,29.26,5.787574,220.502,6.61,5.4925265
2505,796.801,43.95,5.6144295,219.802,19.5,5.058184
2506,795.651,41.93,5.5897346,218.602,15.63,5.2128177
2507,794.451,40.61,5.446914,217.452,19.51,5.089639
2508,793.326,37.39,5.5022655,216.102,21.03,5.0714946
2509,792.151,35.51,5.5368137,214.802,7.66,5.5844727
2510,791.101,37.71,5.320697,213.852,5.67,5.637752
2511,789.851,42.99,5.226131,213.002,5.67,5.6298585
2512,788.801,38.74,5.2902617,212.152,7.88,5.591476
2513,787.626,26.32,5.539535,211.052,10.15,5.1887503
2514,786.526,26.66,5.54687,209.702,11.77,4.9520917
2515,785.101,69.1,5.219237,207.952,7.19,5.2854214
2516,783.876,60.1,5.3143344,206.977,9.19,5.1611505
2517,782.551,62.14,5.294868,206.127,9.19,5.1481314
2518,781.201,58.36,5.3417277,205.402,10.45,5.066218
2519,779.726,65.97,5.250591,204.552,12.07,5.014783
2520,778.426,63.34,5.268562,203.552,13.5,5.017068
2521,777.076,64.1,5.244111,202.677,12.84,5.092218
2522,775.576,45.35,5.4756875,201.452,14.56,5.062044
2523,774.176,50.83,5.4066477,200.652,14.63,5.079761
2524,772.801,77.65,5.2319865,199.702,13.19,5.155244
2525,771.426,74.43,5.2607117,198.652,14.34,5.1147447
2526,770.126,77.43,5.2307777,197.727,13.12,5.1678224
2527,768.626,69.6,5.309334,196.727,11.01,5.253393
2528,767.251,75.92,5.251073,195.827,9.67,5.3131666
2529,766.026,69.99,5.302085,194.802,8.32,5.383176
2530,764.576,57.23,5.428664,193.952,8.42,5.3400173
2531,763.051,37.95,5.680173,193.052,8.42,5.257131
2532,761.676,49.63,5.529987,192.302,7.38,5.2050576
2533,760.351,50.19,5.5192986,191.427,6.18,5.220776
2534,759.001,51.74,5.509415,190.777,6.62,5.1397705
2535,757.876,47.26,5.3391204,190.077,6.62,5.104813
2536,756.651,50.02,5.2521067,189.277,8.53,4.9831853
2537,755.451,52.48,5.2231045,188.352,10.12,4.971597
2538,754.226,50.66,5.2447143,187.427,10.45,5.004667
2539,752.976,50.83,5.235871,186.577,10.5,5.047547
2540,751.651,52.0,5.2346706,185.427,11.43,5.0358706
2541,750.401,45.53,5.315139,184.627,12.43,5.0313683
2542,749.351,42.13,5.3745785,183.527,13.02,5.0463853
